YEAR,ROUND,WSEED,WTEAM,WSCORE,LSEED,LTEAM,LSCORE
2004,0,16,Florida A&M,72,16,Lehigh,57
2003,6,3,Syracuse,81,2,Kansas,78
2003,5,2,Kansas,94,3,Marquette,61
2003,5,3,Syracuse,95,1,Texas,84
2003,4,1,Texas,85,7,Michigan State,76
2003,4,3,Marquette,83,1,Kentucky,69
2003,4,2,Kansas,78,1,Arizona,75
2003,4,3,Syracuse,63,1,Oklahoma,47
2003,3,3,Marquette,77,2,Pittsburgh,74
2003,3,2,Kansas,69,3,Duke,65
2003,3,3,Syracuse,79,10,Auburn,78
2003,3,1,Texas,82,5,Connecticut,78
2003,3,7,Michigan State,60,6,Maryland,58
2003,3,1,Kentucky,63,5,Wisconsin,57
2003,3,1,Arizona,88,5,Notre Dame,71
2003,3,1,Oklahoma,65,12,Butler,54
2003,2,5,Wisconsin,61,13,Tulsa,60
2003,2,5,Connecticut,84,4,Stanford,74
2003,2,5,Notre Dame,68,4,Illinois,60
2003,2,7,Michigan State,68,2,Florida,46
2003,2,2,Pittsburgh,74,7,Indiana,52
2003,2,1,Texas,77,9,Purdue,67
2003,2,6,Maryland,77,3,Xavier,64
2003,2,1,Kentucky,74,9,Utah,54
2003,2,1,Arizona,96,9,Gonzaga,95
2003,2,3,Syracuse,68,6,Oklahoma State,56
2003,2,10,Auburn,68,2,Wake Forest,62
2003,2,1,Oklahoma,74,8,UC Berkeley,65
2003,2,2,Kansas,108,10,Arizona State,76
2003,2,12,Butler,79,4,Louisville,71
2003,2,3,Marquette,101,6,Missouri,92
2003,2,3,Duke,86,11,Central Michigan,80
2003,1,2,Pittsburgh,67,15,Wagner,62
2003,1,5,Wisconsin,81,12,Weber State,74
2003,1,9,Gonzaga,74,8,Cincinnati,69
2003,1,4,Stanford,77,13,San Diego,69
2003,1,5,Connecticut,58,12,Brigham Young,53
2003,1,5,Notre Dame,70,12,Milwaukee,69
2003,1,10,Arizona State,84,7,Memphis,71
2003,1,2,Kansas,64,15,Utah State,61
2003,1,7,Michigan State,79,10,Colorado,64
2003,1,3,Marquette,72,14,Holy Cross,68
2003,1,2,Florida,85,15,Sam Houston State,55
2003,1,7,Indiana,67,10,Alabama,62
2003,1,3,Xavier,71,14,Troy,59
2003,1,3,Duke,67,14,Colorado State,57
2003,1,4,Illinois,65,13,Western Kentucky,60
2003,1,3,Syracuse,77,14,Manhattan,63
2003,1,4,Louisville,86,13,Austin Peay,64
2003,1,1,Texas,82,16,UNC Asheville,61
2003,1,6,Maryland,75,11,UNC Wilmington,73
2003,1,1,Kentucky,95,16,IUPUI,64
2003,1,13,Tulsa,84,4,Dayton,71
2003,1,1,Arizona,80,16,Vermont,51
2003,1,6,Oklahoma State,77,11,Penn,63
2003,1,8,UC Berkeley,76,9,North Carolina State,74
2003,1,11,Central Michigan,79,6,Creighton,73
2003,1,1,Oklahoma,71,16,South Carolina State,54
2003,1,2,Wake Forest,76,15,East Tennessee State,73
2003,1,10,Auburn,65,7,St. Joseph's,63
2003,1,9,Utah,60,8,Oregon,58
2003,1,12,Butler,47,5,Mississippi State,46
2003,1,9,Purdue,80,8,LSU,56
2003,1,6,Missouri,72,11,Southern Illinois,71
2003,0,16,UNC Asheville,92,16,Texas Southern,84
2002,6,1,Maryland,64,5,Indiana,52
2002,5,5,Indiana,73,2,Oklahoma,64
2002,5,1,Maryland,97,1,Kansas,88
2002,4,1,Kansas,104,2,Oregon,86
2002,4,5,Indiana,81,10,Kent State,69
2002,4,1,Maryland,90,2,Connecticut,82
2002,4,2,Oklahoma,81,12,Missouri,75
2002,3,10,Kent State,78,3,Pittsburgh,73
2002,3,1,Kansas,73,4,Illinois,69
2002,3,5,Indiana,74,1,Duke,73
2002,3,2,Connecticut,71,11,Southern Illinois,59
2002,3,2,Oregon,72,6,Texas,70
2002,3,1,Maryland,78,4,Kentucky,68
2002,3,2,Oklahoma,88,3,Arizona,67
2002,3,12,Missouri,82,8,UCLA,73
2002,2,8,UCLA,105,1,Cincinnati,101
2002,2,1,Kansas,86,8,Stanford,63
2002,2,5,Indiana,76,13,UNC Wilmington,67
2002,2,2,Oklahoma,78,7,Xavier,65
2002,2,1,Duke,84,8,Notre Dame,77
2002,2,10,Kent State,71,2,Alabama,58
2002,2,11,Southern Illinois,77,3,Georgia,75
2002,2,6,Texas,68,3,Mississippi State,64
2002,2,1,Maryland,87,8,Wisconsin,57
2002,2,3,Pittsburgh,63,6,UC Berkeley,50
2002,2,4,Illinois,72,12,Creighton,60
2002,2,2,Oregon,92,7,Wake Forest,87
2002,2,2,Connecticut,77,7,North Carolina State,74
2002,2,12,Missouri,83,4,Ohio State,67
2002,2,4,Kentucky,87,12,Tulsa,82
2002,2,3,Arizona,68,11,Wyoming,60
2002,1,3,Pittsburgh,71,14,Central Connecticut State,54
2002,1,8,Wisconsin,80,9,St. John's,70
2002,1,1,Cincinnati,90,16,Boston University,52
2002,1,8,Stanford,84,9,Western Kentucky,68
2002,1,2,Connecticut,78,15,Hampton,67
2002,1,8,Notre Dame,82,9,Charlotte,63
2002,1,1,Kansas,70,16,Holy Cross,59
2002,1,12,Tulsa,71,5,Marquette,69
2002,1,12,Creighton,83,5,Florida,82
2002,1,5,Indiana,75,12,Utah,56
2002,1,7,Xavier,70,10,Hawaii,58
2002,1,12,Missouri,93,5,Miami (Fla.),80
2002,1,11,Wyoming,73,6,Gonzaga,66
2002,1,1,Duke,84,16,Winthrop,37
2002,1,4,Illinois,93,13,San Diego State,64
2002,1,2,Alabama,86,15,Florida Atlantic,78
2002,1,6,Texas,70,11,Boston College,57
2002,1,1,Maryland,85,16,Siena,70
2002,1,4,Kentucky,83,13,Valparaiso,68
2002,1,3,Georgia,85,14,Murray St.,68
2002,1,3,Arizona,86,14,UC Santa Barbara,81
2002,1,10,Kent State,69,7,Oklahoma State,61
2002,1,11,Southern Illinois,76,6,Texas Tech,68
2002,1,6,UC Berkeley,82,11,Penn,75
2002,1,4,Ohio State,69,13,Davidson,64
2002,1,2,Oklahoma,71,15,Illinois-Chicago,63
2002,1,7,Wake Forest,83,10,Pepperdine,74
2002,1,7,North Carolina State,69,10,Michigan State,58
2002,1,13,UNC Wilmington,93,4,Southern California,89
2002,1,2,Oregon,81,15,Montana,62
2002,1,8,UCLA,80,9,Mississippi,58
2002,1,3,Mississippi State,70,14,McNeese State,58
2002,0,16,Siena,81,16,Alcorn State,77
2001,6,1,Duke,82,2,Arizona,72
2001,5,1,Duke,95,3,Maryland,84
2001,5,2,Arizona,80,1,Michigan State,61
2001,4,3,Maryland,87,1,Stanford,73
2001,4,1,Michigan State,69,11,Temple,62
2001,4,1,Duke,79,6,Southern California,69
2001,4,2,Arizona,87,1,Illinois,81
2001,3,1,Stanford,78,5,Cincinnati,65
2001,3,1,Michigan State,77,12,Gonzaga,62
2001,3,1,Duke,76,4,UCLA,63
2001,3,1,Illinois,80,4,Kansas,64
2001,3,3,Maryland,76,10,Georgetown,66
2001,3,11,Temple,84,7,Penn State,72
2001,3,6,Southern California,80,2,Kentucky,76
2001,3,2,Arizona,66,3,Mississippi,56
2001,2,5,Cincinnati,66,13,Kent State,43
2001,2,1,Stanford,90,9,St. Joseph's,83
2001,2,3,Mississippi,59,6,Notre Dame,56
2001,2,1,Michigan State,81,9,Fresno State,65
2001,2,2,Kentucky,92,7,Iowa,79
2001,2,2,Arizona,73,10,Butler,52
2001,2,12,Gonzaga,85,13,Indiana State,68
2001,2,1,Duke,94,9,Missouri,81
2001,2,1,Illinois,79,9,Charlotte,61
2001,2,4,Kansas,87,5,Syracuse,58
2001,2,4,UCLA,75,12,Utah State,50
2001,2,11,Temple,75,3,Florida,54
2001,2,3,Maryland,79,11,Georgia State,60
2001,2,7,Penn State,82,2,North Carolina,74
2001,2,6,Southern California,74,3,Boston College,71
2001,2,10,Georgetown,76,15,Hampton,57
2001,1,15,Hampton,58,2,Iowa State,57
2001,1,5,Cincinnati,84,12,Brigham Young,59
2001,1,1,Stanford,89,16,UNC Greensboro,60
2001,1,6,Notre Dame,83,11,Xavier,71
2001,1,4,Kansas,99,13,Cal State Northridge,75
2001,1,1,Michigan State,69,16,Alabama State,35
2001,1,7,Iowa,69,10,Creighton,56
2001,1,3,Florida,69,14,Western Kentucky,56
2001,1,13,Kent State,77,4,Indiana,73
2001,1,1,Duke,95,16,Monmouth,52
2001,1,1,Illinois,96,16,Northwestern State,54
2001,1,5,Syracuse,79,12,Hawaii,69
2001,1,11,Temple,79,6,Texas,65
2001,1,3,Maryland,83,14,George Mason,80
2001,1,9,St. Joseph's,66,8,Georgia Tech,62
2001,1,2,Kentucky,72,15,Holy Cross,68
2001,1,9,Missouri,70,8,Georgia,68
2001,1,10,Georgetown,63,7,Arkansas,61
2001,1,2,Arizona,101,15,Eastern Illinois,76
2001,1,12,Gonzaga,86,5,Virginia,85
2001,1,9,Fresno State,82,8,UC Berkeley,70
2001,1,12,Utah State,77,5,Ohio State,68
2001,1,10,Butler,79,7,Wake Forest,63
2001,1,3,Boston College,68,14,Southern Utah,65
2001,1,13,Indiana State,70,4,Oklahoma,68
2001,1,9,Charlotte,70,8,Tennessee,63
2001,1,7,Penn State,69,10,Providence,59
2001,1,6,Southern California,69,11,Oklahoma State,54
2001,1,4,UCLA,61,13,Hofstra,48
2001,1,3,Mississippi,72,14,Iona,70
2001,1,2,North Carolina,70,15,Princeton,48
2001,1,11,Georgia State,50,6,Wisconsin,49
2001,0,16,Northwestern State,71,16,Winthrop,67
2000,6,1,Michigan State,89,5,Florida,76
2000,5,5,Florida,71,8,North Carolina,59
2000,5,1,Michigan State,53,8,Wisconsin,41
2000,4,1,Michigan State,75,2,Iowa State,64
2000,4,5,Florida,77,3,Oklahoma State,65
2000,4,8,Wisconsin,64,6,Purdue,60
2000,4,8,North Carolina,59,7,Tulsa,55
2000,3,1,Michigan State,75,4,Syracuse,58
2000,3,7,Tulsa,80,6,Miami (Fla.),71
2000,3,5,Florida,87,1,Duke,78
2000,3,6,Purdue,75,10,Gonzaga,66
2000,3,3,Oklahoma State,68,10,Seton Hall,66
2000,3,8,Wisconsin,61,4,LSU,48
2000,3,2,Iowa State,80,6,UCLA,56
2000,3,8,North Carolina,74,4,Tennessee,69
2000,2,10,Seton Hall,67,2,Temple,65
2000,2,8,North Carolina,60,1,Stanford,53
2000,2,4,Tennessee,65,5,Connecticut,61
2000,2,1,Michigan State,73,8,Utah,61
2000,2,5,Florida,93,4,Illinois,76
2000,2,6,Miami (Fla.),75,3,Ohio State,62
2000,2,10,Gonzaga,82,2,St. John's,76
2000,2,1,Duke,69,8,Kansas,64
2000,2,7,Tulsa,69,2,Cincinnati,61
2000,2,4,LSU,72,5,Texas,67
2000,2,4,Syracuse,52,5,Kentucky,50
2000,2,6,Purdue,66,3,Oklahoma,62
2000,2,8,Wisconsin,66,1,Arizona,59
2000,2,2,Iowa State,79,7,Auburn,60
2000,2,6,UCLA,105,3,Maryland,70
2000,2,3,Oklahoma State,75,11,Pepperdine,67
2000,1,2,Iowa State,88,15,Central Connecticut State,78
2000,1,2,Cincinnati,64,15,UNC Wilmington,47
2000,1,1,Stanford,84,16,South Carolina State,65
2000,1,5,Connecticut,75,12,Utah State,67
2000,1,8,Kansas,81,9,DePaul,77
2000,1,1,Michigan State,61,16,Valparaiso,56
2000,1,5,Florida,69,12,Butler,68
2000,1,6,Miami (Fla.),75,11,Arkansas,71
2000,1,1,Duke,85,16,Lamar,55
2000,1,7,Tulsa,89,10,UNLV,62
2000,1,4,Illinois,68,13,Penn,58
2000,1,4,Syracuse,79,13,Samford,65
2000,1,5,Texas,77,12,Indiana State,61
2000,1,3,Maryland,74,14,Iona,59
2000,1,5,Kentucky,85,12,St. Bonaventure,80
2000,1,6,Purdue,62,11,Dayton,61
2000,1,2,Temple,73,15,Lafayette,47
2000,1,1,Arizona,71,16,Jackson State,47
2000,1,3,Oklahoma State,86,14,Hofstra,66
2000,1,10,Gonzaga,77,7,Louisville,66
2000,1,11,Pepperdine,77,6,Indiana,57
2000,1,7,Auburn,72,10,Creighton,69
2000,1,2,St. John's,61,15,Northern Arizona,56
2000,1,8,Utah,48,9,St. Louis,45
2000,1,3,Ohio State,87,14,Appalachian State,61
2000,1,8,Wisconsin,66,9,Fresno State,56
2000,1,3,Oklahoma,74,14,Winthrop,60
2000,1,4,Tennessee,63,13,Louisiana-Lafayette,58
2000,1,10,Seton Hall,72,7,Oregon,71
2000,1,6,UCLA,79,11,Ball State,65
2000,1,8,North Carolina,84,9,Missouri,70
2000,1,4,LSU,64,13,Southeast Missouri State,61
1999,6,1,Connecticut,77,1,Duke,74
1999,5,1,Duke,68,1,Michigan State,62
1999,5,1,Connecticut,64,4,Ohio State,58
1999,4,1,Connecticut,67,10,Gonzaga,62
1999,4,1,Michigan State,73,3,Kentucky,66
1999,4,1,Duke,85,6,Temple,64
1999,4,4,Ohio State,77,3,St. John's,74
1999,3,1,Connecticut,78,5,Iowa,68
1999,3,1,Michigan State,54,13,Oklahoma,46
1999,3,10,Gonzaga,73,6,Florida,72
1999,3,1,Duke,78,12,Missouri State,61
1999,3,3,Kentucky,58,10,Miami (Ohio),43
1999,3,6,Temple,77,10,Purdue,55
1999,3,4,Ohio State,72,1,Auburn,64
1999,3,3,St. John's,76,2,Maryland,62
1999,2,1,Connecticut,78,9,New Mexico,56
1999,2,3,Kentucky,92,6,Kansas,88
1999,2,1,Michigan State,74,9,Mississippi,66
1999,2,12,Missouri State,81,4,Tennessee,51
1999,2,6,Florida,82,14,Weber State,74
1999,2,1,Duke,97,9,Tulsa,56
1999,2,10,Gonzaga,82,2,Stanford,74
1999,2,10,Purdue,73,2,Miami (Fla.),63
1999,2,6,Temple,64,3,Cincinnati,54
1999,2,3,St. John's,86,6,Indiana,61
1999,2,10,Miami (Ohio),66,2,Utah,58
1999,2,1,Auburn,81,9,Oklahoma State,74
1999,2,5,Iowa,82,4,Arkansas,72
1999,2,2,Maryland,75,10,Creighton,63
1999,2,4,Ohio State,75,12,Detroit,44
1999,2,13,Oklahoma,85,5,Charlotte,72
1999,1,3,Cincinnati,72,14,George Mason,48
1999,1,2,Stanford,69,15,Alcorn State,57
1999,1,1,Connecticut,91,16,Texas-San Antonio,66
1999,1,6,Kansas,95,11,Evansville,74
1999,1,1,Michigan State,76,16,Mount St. Mary's,53
1999,1,6,Florida,75,11,Penn,61
1999,1,2,Miami (Fla.),75,15,Lafayette,54
1999,1,1,Duke,99,16,Florida A&M,58
1999,1,9,Oklahoma State,69,8,Syracuse,61
1999,1,10,Purdue,58,7,Texas,54
1999,1,2,Maryland,82,15,Valparaiso,60
1999,1,3,Kentucky,82,14,New Mexico State,60
1999,1,6,Temple,61,11,Kent State,54
1999,1,4,Arkansas,94,13,Siena,80
1999,1,13,Oklahoma,61,4,Arizona,60
1999,1,10,Creighton,62,7,Louisville,58
1999,1,9,New Mexico,61,8,Missouri,59
1999,1,10,Gonzaga,75,7,Minnesota,63
1999,1,6,Indiana,108,11,George Washington,88
1999,1,1,Auburn,80,16,Winthrop,41
1999,1,5,Iowa,77,12,Alabama-Birmingham,64
1999,1,3,St. John's,69,14,Samford,43
1999,1,2,Utah,80,15,Arkansas State,58
1999,1,4,Ohio State,72,13,Murray St.,58
1999,1,10,Miami (Ohio),59,7,Washington,58
1999,1,12,Missouri State,43,5,Wisconsin,32
1999,1,9,Tulsa,62,8,College of Charleston,53
1999,1,9,Mississippi,72,8,Villanova,70
1999,1,4,Tennessee,62,13,Delaware,52
1999,1,12,Detroit,56,5,UCLA,53
1999,1,14,Weber State,76,3,North Carolina,74
1999,1,5,Charlotte,81,12,Rhode Island,70
1998,6,2,Kentucky,78,3,Utah,69
1998,5,2,Kentucky,86,3,Stanford,85
1998,5,3,Utah,65,1,North Carolina,59
1998,4,2,Kentucky,86,1,Duke,84
1998,4,3,Stanford,79,8,Rhode Island,77
1998,4,3,Utah,76,1,Arizona,51
1998,4,1,North Carolina,75,2,Connecticut,64
1998,3,3,Stanford,67,2,Purdue,59
1998,3,1,Duke,80,5,Syracuse,67
1998,3,8,Rhode Island,74,13,Valparaiso,68
1998,3,1,Arizona,87,4,Maryland,79
1998,3,3,Utah,65,10,West Virginia,62
1998,3,2,Connecticut,75,11,Washington,74
1998,3,2,Kentucky,94,6,UCLA,68
1998,3,1,North Carolina,73,4,Michigan State,58
1998,2,8,Rhode Island,80,1,Kansas,75
1998,2,1,Duke,79,8,Oklahoma State,73
1998,2,4,Maryland,67,5,Illinois,61
1998,2,5,Syracuse,56,4,New Mexico,46
1998,2,3,Utah,75,6,Arkansas,69
1998,2,1,Arizona,82,9,Illinois State,49
1998,2,3,Stanford,83,11,Western Michigan,65
1998,2,10,West Virginia,75,2,Cincinnati,74
1998,2,2,Connecticut,78,7,Indiana,61
1998,2,2,Kentucky,88,10,St. Louis,61
1998,2,11,Washington,81,14,Richmond,66
1998,2,13,Valparaiso,83,12,Florida State,77
1998,2,6,UCLA,85,3,Michigan,82
1998,2,4,Michigan State,63,5,Princeton,51
1998,2,2,Purdue,80,10,Detroit,65
1998,2,1,North Carolina,93,8,Charlotte,83
1998,1,2,Cincinnati,65,15,Northern Arizona,62
1998,1,3,Stanford,67,14,College of Charleston,57
1998,1,2,Connecticut,93,15,Fairleigh Dickinson,85
1998,1,1,Kansas,110,16,Prairie View,52
1998,1,4,Michigan State,83,13,Eastern Michigan,71
1998,1,1,Duke,99,16,Radford,63
1998,1,5,Illinois,64,12,South Alabama,51
1998,1,5,Syracuse,63,12,Iona,61
1998,1,11,Western Michigan,75,6,Clemson,72
1998,1,4,Maryland,82,13,Utah State,68
1998,1,2,Kentucky,82,15,South Carolina State,67
1998,1,8,Rhode Island,97,9,Murray St.,74
1998,1,2,Purdue,95,15,Delaware,56
1998,1,4,New Mexico,79,13,Butler,62
1998,1,10,West Virginia,82,7,Temple,52
1998,1,6,Arkansas,74,11,Nebraska,65
1998,1,1,Arizona,99,16,Nicholls State,60
1998,1,8,Oklahoma State,74,9,George Washington,59
1998,1,12,Florida State,96,5,TCU,87
1998,1,7,Indiana,94,10,Oklahoma,87
1998,1,14,Richmond,62,3,South Carolina,61
1998,1,3,Utah,85,14,San Francisco,68
1998,1,10,Detroit,66,7,St. John's,64
1998,1,11,Washington,69,6,Xavier,68
1998,1,9,Illinois State,82,8,Tennessee,81
1998,1,6,UCLA,65,11,Miami (Fla.),62
1998,1,8,Charlotte,77,9,Illinois-Chicago,62
1998,1,10,St. Louis,51,7,Massachusetts,46
1998,1,13,Valparaiso,70,4,Mississippi,69
1998,1,5,Princeton,69,12,UNLV,57
1998,1,3,Michigan,80,14,Davidson,61
1998,1,1,North Carolina,88,16,Navy,52
1997,6,4,Arizona,84,1,Kentucky,79
1997,5,1,Kentucky,78,1,Minnesota,69
1997,5,4,Arizona,66,1,North Carolina,58
1997,4,1,Kentucky,72,2,Utah,59
1997,4,4,Arizona,96,10,Providence,92
1997,4,1,North Carolina,97,6,Louisville,74
1997,4,1,Minnesota,80,2,UCLA,72
1997,3,2,Utah,82,6,Stanford,77
1997,3,4,Arizona,85,1,Kansas,82
1997,3,1,Kentucky,83,4,St. Joseph's,68
1997,3,1,North Carolina,63,5,UC Berkeley,57
1997,3,6,Louisville,78,10,Texas,63
1997,3,1,Minnesota,90,4,Clemson,84
1997,3,10,Providence,71,14,Chattanooga,65
1997,3,2,UCLA,74,6,Iowa State,73
1997,2,6,Stanford,72,3,Wake Forest,66
1997,2,1,Kansas,75,8,Purdue,61
1997,2,14,Chattanooga,75,6,Illinois,63
1997,2,1,Kentucky,75,8,Iowa,69
1997,2,10,Texas,82,15,Coppin State,81
1997,2,1,North Carolina,73,9,Colorado,56
1997,2,6,Louisville,64,3,New Mexico,63
1997,2,1,Minnesota,76,9,Temple,57
1997,2,10,Providence,98,2,Duke,87
1997,2,5,UC Berkeley,75,4,Villanova,68
1997,2,4,St. Joseph's,81,5,Boston College,77
1997,2,6,Iowa State,67,3,Cincinnati,66
1997,2,4,Arizona,73,12,College of Charleston,69
1997,2,2,UCLA,96,7,Xavier,83
1997,2,4,Clemson,65,5,Tulsa,59
1997,2,2,Utah,77,7,Charlotte,58
1997,1,3,Cincinnati,86,14,Butler,69
1997,1,6,Stanford,80,11,Oklahoma,67
1997,1,1,Kansas,78,16,Jackson State,64
1997,1,2,Duke,71,15,Murray St.,68
1997,1,6,Illinois,90,11,Southern California,77
1997,1,1,Kentucky,92,16,Montana,54
1997,1,4,Clemson,68,13,Miami (Ohio),56
1997,1,12,College of Charleston,75,5,Maryland,66
1997,1,14,Chattanooga,73,3,Georgia,70
1997,1,8,Purdue,83,9,Rhode Island,76
1997,1,3,New Mexico,59,14,Old Dominion,55
1997,1,4,Arizona,65,13,South Alabama,57
1997,1,1,North Carolina,82,16,Fairfield,74
1997,1,6,Louisville,65,11,Massachusetts,57
1997,1,1,Minnesota,78,16,Texas State,46
1997,1,9,Colorado,80,8,Indiana,62
1997,1,8,Iowa,73,9,Virginia,60
1997,1,15,Coppin State,78,2,South Carolina,65
1997,1,5,UC Berkeley,55,12,Princeton,52
1997,1,2,Utah,75,15,Navy,61
1997,1,10,Providence,81,7,Marquette,59
1997,1,5,Boston College,73,12,Valparaiso,66
1997,1,6,Iowa State,69,11,Illinois State,57
1997,1,3,Wake Forest,68,14,St. Mary's (Cal.),46
1997,1,10,Texas,71,7,Wisconsin,58
1997,1,7,Xavier,80,10,Vanderbilt,68
1997,1,4,Villanova,101,13,Long Island,91
1997,1,5,Tulsa,81,12,Boston University,52
1997,1,4,St. Joseph's,75,13,Pacific,65
1997,1,2,UCLA,109,15,Charleston Southern,75
1997,1,7,Charlotte,79,10,Georgetown,67
1997,1,9,Temple,62,8,Mississippi,40
1996,6,1,Kentucky,76,4,Syracuse,67
1996,5,1,Kentucky,81,1,Massachusetts,74
1996,5,4,Syracuse,77,5,Mississippi State,69
1996,4,1,Massachusetts,86,2,Georgetown,62
1996,4,4,Syracuse,60,2,Kansas,57
1996,4,1,Kentucky,83,2,Wake Forest,63
1996,4,5,Mississippi State,73,2,Cincinnati,63
1996,3,5,Mississippi State,60,1,Connecticut,55
1996,3,1,Massachusetts,79,12,Arkansas,63
1996,3,1,Kentucky,101,4,Utah,70
1996,3,4,Syracuse,83,8,Georgia,81
1996,3,2,Kansas,83,3,Arizona,80
1996,3,2,Cincinnati,87,3,Georgia Tech,70
1996,3,2,Wake Forest,60,6,Louisville,59
1996,3,2,Georgetown,98,3,Texas Tech,90
1996,2,1,Connecticut,95,9,Eastern Michigan,81
1996,2,1,Massachusetts,79,9,Stanford,74
1996,2,1,Kentucky,84,9,Virginia Tech,60
1996,2,2,Wake Forest,65,10,Texas,62
1996,2,8,Georgia,76,1,Purdue,69
1996,2,2,Georgetown,73,7,New Mexico,62
1996,2,2,Cincinnati,78,7,Temple,65
1996,2,12,Arkansas,65,4,Marquette,56
1996,2,3,Texas Tech,92,6,North Carolina,73
1996,2,6,Louisville,68,3,Villanova,64
1996,2,3,Arizona,87,6,Iowa,73
1996,2,3,Georgia Tech,103,11,Boston College,89
1996,2,5,Mississippi State,63,13,Princeton,41
1996,2,4,Utah,73,5,Iowa State,67
1996,2,2,Kansas,76,10,Santa Clara,51
1996,2,4,Syracuse,69,12,Drexel,58
1996,1,2,Cincinnati,66,15,UNC Greensboro,61
1996,1,1,Connecticut,68,16,Colgate,59
1996,1,1,Massachusetts,92,16,Central Florida,70
1996,1,2,Kansas,92,15,South Carolina State,54
1996,1,10,Texas,80,7,Michigan,76
1996,1,9,Eastern Michigan,58,8,Duke,51
1996,1,4,Syracuse,88,13,Montana State,55
1996,1,1,Kentucky,110,16,San Jose State,72
1996,1,10,Santa Clara,91,7,Maryland,79
1996,1,8,Georgia,81,9,Clemson,74
1996,1,13,Princeton,43,4,UCLA,41
1996,1,1,Purdue,73,16,Western Carolina,71
1996,1,7,New Mexico,69,10,Kansas State,48
1996,1,7,Temple,61,10,Oklahoma,43
1996,1,3,Arizona,90,14,Valparaiso,51
1996,1,2,Georgetown,93,15,Mississippi Valley State,56
1996,1,3,Georgia Tech,90,14,Austin Peay,79
1996,1,6,North Carolina,83,11,New Orleans,62
1996,1,6,Louisville,82,11,Tulsa,80
1996,1,11,Boston College,64,6,Indiana,51
1996,1,6,Iowa,81,11,George Washington,79
1996,1,12,Drexel,75,5,Memphis,63
1996,1,4,Utah,72,13,Canisius,43
1996,1,4,Marquette,68,13,Monmouth,44
1996,1,5,Mississippi State,58,12,Virginia Commonwealth,51
1996,1,5,Iowa State,74,12,UC Berkeley,64
1996,1,9,Stanford,66,8,Bradley,58
1996,1,2,Wake Forest,62,15,Louisiana-Monroe,50
1996,1,3,Texas Tech,74,14,Northern Illinois,73
1996,1,3,Villanova,92,14,Portland,58
1996,1,9,Virginia Tech,61,8,Green Bay,48
1996,1,12,Arkansas,86,5,Penn State,80
1995,6,1,UCLA,89,2,Arkansas,78
1995,5,2,Arkansas,75,2,North Carolina,68
1995,5,1,UCLA,74,4,Oklahoma State,61
1995,4,2,North Carolina,74,1,Kentucky,61
1995,4,1,UCLA,102,2,Connecticut,96
1995,4,4,Oklahoma State,68,2,Massachusetts,54
1995,4,2,Arkansas,68,4,Virginia,61
1995,3,4,Virginia,67,1,Kansas,58
1995,3,1,Kentucky,97,5,Arizona State,73
1995,3,2,Connecticut,99,3,Maryland,89
1995,3,2,Massachusetts,76,6,Tulsa,51
1995,3,1,UCLA,86,5,Mississippi State,67
1995,3,2,North Carolina,74,6,Georgetown,64
1995,3,2,Arkansas,96,6,Memphis,91
1995,3,4,Oklahoma State,71,1,Wake Forest,66
1995,2,2,Connecticut,96,7,Cincinnati,91
1995,2,2,Massachusetts,75,10,Stanford,53
1995,2,1,Kansas,75,8,Western Kentucky,70
1995,2,2,Arkansas,96,7,Syracuse,94
1995,2,1,Kentucky,82,9,Tulane,60
1995,2,3,Maryland,82,11,Texas,68
1995,2,6,Tulsa,64,14,Old Dominion,52
1995,2,1,UCLA,75,8,Missouri,74
1995,2,6,Georgetown,53,14,Weber State,51
1995,2,5,Arizona State,64,13,Manhattan,54
1995,2,6,Memphis,75,3,Purdue,73
1995,2,5,Mississippi State,78,4,Utah,64
1995,2,2,North Carolina,73,7,Iowa State,51
1995,2,1,Wake Forest,64,9,St. Louis,59
1995,2,4,Oklahoma State,66,5,Alabama,52
1995,2,4,Virginia,60,12,Miami (Ohio),54
1995,1,7,Cincinnati,77,10,Temple,71
1995,1,2,Connecticut,100,15,Chattanooga,71
1995,1,2,Massachusetts,68,15,St. Peter's,51
1995,1,1,Kansas,82,16,Colgate,68
1995,1,7,Syracuse,96,10,Southern Illinois,92
1995,1,1,Kentucky,113,16,Mount St. Mary's,67
1995,1,3,Maryland,87,14,Gonzaga,63
1995,1,6,Tulsa,68,11,Illinois,62
1995,1,1,UCLA,92,16,Florida International,56
1995,1,3,Purdue,49,14,Green Bay,48
1995,1,2,Arkansas,79,15,Texas Southern,78
1995,1,12,Miami (Ohio),71,5,Arizona,62
1995,1,4,Oklahoma State,73,13,Drexel,49
1995,1,6,Georgetown,68,11,Xavier,63
1995,1,5,Arizona State,81,12,Ball State,66
1995,1,14,Weber State,79,3,Michigan State,72
1995,1,2,North Carolina,80,15,Murray St.,70
1995,1,8,Missouri,65,9,Indiana,60
1995,1,9,St. Louis,64,8,Minnesota,61
1995,1,10,Stanford,70,7,Charlotte,68
1995,1,6,Memphis,77,11,Louisville,56
1995,1,4,Utah,76,13,Long Beach State,64
1995,1,9,Tulane,76,8,Brigham Young,70
1995,1,5,Mississippi State,65,12,Santa Clara,60
1995,1,7,Iowa State,64,10,Florida,61
1995,1,4,Virginia,96,13,Nicholls State,72
1995,1,1,Wake Forest,79,16,North Carolina A&T,47
